POI_Name,Location_Type,Store_Lat,Store_Lng,Vicinity
Neurocritical Care Stroke Of Arizona,POI,33.566489,-112.072193,"111 East Dunlap Avenue #1-279, Phoenix"
Express Urgent Care - North Mountain,POI,33.566489,-112.072193,"9002 North Central Avenue #100, Phoenix"
HonorHealth Phoenix Mountain North,POI,33.566489,-112.072193,"250 East Dunlap Avenue, Phoenix"
Cardiovascular Consultants Ltd,POI,33.566489,-112.072193,"9100 North 2nd Street, Phoenix"
Premier Ear Nose And Throat Surgeons Ltd,POI,33.566489,-112.072193,"9250 N 3rd St Ste. 3025, Phoenix, AZ 850202412, Phoenix"
John C. Lincoln Outpatient Medical Imaging at North Mountain,POI,33.566489,-112.072193,"9250 North 3rd Street #1002, Phoenix"
IMS Business Office,POI,33.566489,-112.072193,"9250 North 3rd Street, Phoenix"
Premier Ent Surgeons,POI,33.566489,-112.072193,"50 East Dunlap Avenue, Phoenix"
HonorHealth Medical Group - North Phoenix,POI,33.566489,-112.072193,"9100 North 2nd Street Suite 121, Phoenix"
HonorHealth Breast Health and Research Center - North Mountain,POI,33.566489,-112.072193,"9250 North 3rd Street Suite 1002, Phoenix"
Arizona Acute Surgical Care,POI,33.566489,-112.072193,"9250 North 3rd Street #3000, Phoenix"
CVS Pharmacy,POI,33.566489,-112.072193,"10 East Dunlap Avenue, Phoenix"
Walmart Neighborhood Market,POI,33.566489,-112.072193,"115 East Dunlap Avenue, Phoenix"
Walmart Pharmacy,POI,33.566489,-112.072193,"115 East Dunlap Avenue, Phoenix"
John C Lincoln Hospital Pharmacy,POI,33.566489,-112.072193,"250 East Dunlap Avenue, Phoenix"
"Brian T. Tsui, PharmD",POI,33.566489,-112.072193,"115 East Dunlap Avenue, Phoenix, AZ 85020"
John C Lincoln Hospital Cu,POI,33.566489,-112.072193,"9200 North 3rd Street, Phoenix"
Credit Union West,POI,33.566489,-112.072193,"350 E. Dunlap Avenue, Phoenix"
Cardtronics ATM,POI,33.566489,-112.072193,"10 East Dunlap Avenue, Phoenix"
Citywide Services,POI,33.566489,-112.072193,"111 East Dunlap Avenue, Phoenix"
Lincoln Health Credit Union,POI,33.566489,-112.072193,"250 East Dunlap Avenue, Phoenix"
John C Lincoln Credit Union,POI,33.566489,-112.072193,"350 East Dunlap Avenue, Phoenix"
In & Out Mini Mart,POI,33.566489,-112.072193,"8941 North Central Avenue, Phoenix"
76,POI,33.566489,-112.072193,"8941 North Central Avenue, Phoenix"
Shell,POI,33.566489,-112.072193,"8941 North Central Avenue, Phoenix"
TIMO WOOD OVEN,POI,33.566489,-112.072193,"8801 North Central Avenue #104, Phoenix"
Linda's Hoosier Cafe,POI,33.424031,-111.72059,"5050 East University Drive # 101, Mesa"
Marco's Pizza,POI,33.424031,-111.72059,"446 North Higley Road, Mesa"
Denny's Restaurant,POI,33.424031,-111.72059,"825 West University Drive, Tempe"
Walmart Pharmacy,POI,33.424031,-111.72059,"5122 East University Drive, Mesa"
Valero Corner Store 1621,POI,33.424031,-111.72059,"5158 East University Drive, Mesa"
ATM (Diamond Shamrock),POI,33.424031,-111.72059,"5158 East University Drive, Mesa"
Corner Store,POI,33.424031,-111.72059,"5158 East University Drive, Mesa"
Valero Corner Store 1621,POI,33.424031,-111.72059,"5158 East University Drive, Mesa"
Olive Garden,POI,33.281575,-111.793378,"2930 East Germann Road, Chandler"
El Palacio Mexican Restaurant,POI,33.281575,-111.793378,"2950 E Germann Rd, Chandler"
Village Inn,POI,33.281575,-111.793378,"2780 East Germann Road, Chandler"
Subway,POI,33.281575,-111.793378,"3757 South Gilbert Road, Gilbert"
Red Lobster,POI,33.281575,-111.793378,"3845 South Gilbert Road, Gilbert"
Jamba Juice,POI,33.281575,-111.793378,"3765 S Gilbert Rd, #104, Gilbert"
Paradise Bakery & Cafe,POI,33.281575,-111.793378,"2970 E Germann Rd # 1, Chandler"
In-N-Out Burger,POI,33.281575,-111.793378,"2910 East Germann Road, Chandler"
Chili's Grill & Bar,POI,33.281575,-111.793378,"3917 South Gilbert Road, Gilbert"
Chick-fil-A,POI,33.281575,-111.793378,"2900 E Germann Rd, Chandler"
Chipotle Mexican Grill,POI,33.281575,-111.793378,"3757 South Gilbert Road #110, Gilbert"
YC's Mongolian Grill,POI,33.281575,-111.793378,"2990 East Germann Road #5, Chandler"
Rubio's,POI,33.281575,-111.793378,"2970 East Germann Road, Chandler"
Panda Express,POI,33.281575,-111.793378,"Crossroads Towne Center, 3765 South Gilbert Road #1047, Gilbert"
Jimmy John's,POI,33.281575,-111.793378,"2640 East Germann Road #4, Chandler"
Cold Stone Creamery,POI,33.281575,-111.793378,"2970 East Germann Road #5, Chandler"
McDonald's,POI,33.281575,-111.793378,"2750 East Germann Road, Chandler"
Del Taco,POI,33.281575,-111.793378,"2510 E Germann Road, Chandler"
Wingstop,POI,33.281575,-111.793378,"3757 South Gilbert Road #104, Gilbert"
Cafe Zupas,POI,33.281575,-111.793378,"3877 South Gilbert Road, Gilbert"
Starbucks,POI,33.281575,-111.793378,"3765 South Gilbert Road #107, Gilbert"
Village Inn,POI,33.281575,-111.793378,"2780 East Germann Road, Chandler"
Paradise Bakery & Cafe,POI,33.281575,-111.793378,"2970 E Germann Rd # 1, Chandler"
Cold Stone Creamery,POI,33.281575,-111.793378,"2970 East Germann Road #5, Chandler"
Healthy Design by Tracy Daniel,POI,33.281575,-111.793378,"3755 South Gilbert Road #109, Gilbert"
Walmart Pharmacy,POI,33.281575,-111.793378,"2750 East Germann Road, Chandler"
Chase Bank,POI,33.281575,-111.793378,"2790 East Germann Road, Chandler"
Desert Schools - Branch,POI,33.281575,-111.793378,"2750 East Germann Road, Chandler"
Bank of America Financial Center,POI,33.281575,-111.793378,"3881 South Gilbert Road, Gilbert"
Chase Bank,POI,33.281575,-111.793378,"2790 East Germann Road, Chandler"
Bank of America ATM,POI,33.281575,-111.793378,"2608 East Germann Road, Chandler"
ATM (Chase Bank),POI,33.281575,-111.793378,"2790 East Germann Road, Chandler"
Desert Schools - Branch,POI,33.281575,-111.793378,"2750 East Germann Road, Chandler"
ATM (Bank of America),POI,33.281575,-111.793378,"3881 South Gilbert Road, Gilbert"
Bank of America ATM,POI,33.281575,-111.793378,"2608 East Germann Road, Chandler"
Chili's Grill & Bar,POI,33.281575,-111.793378,"3917 South Gilbert Road, Gilbert"
Osaka Japanese Steakhouse,POI,33.281575,-111.793378,"3843 South Gilbert Road, Gilbert"
Wendy's,POI,33.526877,-112.132538,"3330 West Bethany Home Road, Phoenix"
McDonald's,POI,33.526877,-112.132538,"6145 North 35th Avenue, Phoenix"
Denny's,POI,33.526877,-112.132538,"3456 West Bethany Home Road, Phoenix"
Sonic Drive-In,POI,33.526877,-112.132538,"3310 West Bethany Home Road, Phoenix"
Jamba Juice,POI,33.526877,-112.132538,"3320 West Bethany Home Road e, Phoenix"
Domino's Pizza,POI,33.526877,-112.132538,"5833 North 35th Avenue, Phoenix"
Phở 602 Vietnamese Restaurant,POI,33.526877,-112.132538,"6135 N 35th Ave #121, Phoenix"
Filiberto's,POI,33.526877,-112.132538,"6030 North 35th Avenue, Phoenix"
McDonald's,POI,33.526877,-112.132538,"3501 West Bethany Home Road, Phoenix"
Papa Murphy's Take 'N' Bake Pizza,POI,33.526877,-112.132538,"3320 West Bethany Home Road #102, Phoenix"
Starbucks,POI,33.526877,-112.132538,"3320 West Bethany Home Road #100, Phoenix"
Phở 602 Vietnamese Restaurant,POI,33.526877,-112.132538,"6135 N 35th Ave #121, Phoenix"
Walmart Pharmacy,POI,33.526877,-112.132538,"6145 North 35th Avenue, Phoenix"
Desert Schools - Branch,POI,33.526877,-112.132538,"6145 North 35th Avenue, Phoenix"
Desert Schools - Branch,POI,33.526877,-112.132538,"6145 North 35th Avenue, Phoenix"
Ultron,POI,33.526877,-112.132538,"5849 North 35th Avenue, Phoenix"
Circle K,POI,33.526877,-112.132538,"5849 North 35th Avenue, Phoenix"
Az Westest Inc,POI,33.526877,-112.132538,"6221 North 35th Avenue #2, Phoenix"
AMERICAN HORROR PARTY,POI,33.526877,-112.132538,"6011 North 32nd Drive, Phoenix"
Phở 602 Vietnamese Restaurant,POI,33.526877,-112.132538,"6135 N 35th Ave #121, Phoenix"
Olive Garden,POI,33.391531,-111.699115,"6201 East Southern Avenue, Mesa"
Red Lobster,POI,33.391531,-111.699115,"6149 East Southern Avenue, Mesa"
Taco Bell,POI,33.391531,-111.699115,"6111 East Southern Avenue, Mesa"
McDonalds,POI,33.391531,-111.699115,"6131 East Southern Avenue, Mesa"
Applebee's,POI,33.391531,-111.699115,"6259 East Southern Avenue, Mesa"
Asian Star Buffet,POI,33.391531,-111.699115,"6005 East Southern Avenue, Mesa"
Nouveau Riche Boutique,POI,33.391531,-111.699115,United States
Walmart Pharmacy,POI,33.391531,-111.699115,"6131 East Southern Avenue, Mesa"
Desert Schools - Branch,POI,33.391531,-111.699115,"6131 East Southern Avenue, Mesa"
Desert Schools - Branch,POI,33.391531,-111.699115,"6131 East Southern Avenue, Mesa"
Applebee's,POI,33.391531,-111.699115,"6259 East Southern Avenue, Mesa"
Wildflower Bread Company,POI,33.624679,-111.893377,"15640 North Hayden Road, Scottsdale"
Studio Movie Grill,POI,33.624679,-111.893377,"15515 North Hayden Road, Scottsdale"
Four Peaks Grill & Tap,POI,33.624679,-111.893377,"15745 North Hayden Road, Scottsdale"
Skeptical Chymist,POI,33.624679,-111.893377,"15688 North Pima Road, Scottsdale"
Arriba Mexican Grill,POI,33.624679,-111.893377,"15236 North Pima Road, Scottsdale"
Thai House,POI,33.624679,-111.893377,"15576 North Pima Road, Scottsdale"
Ray's Pizza,POI,33.624679,-111.893377,"15577 North Hayden Road, Suite A2, Scottsdale"
Greek Gyros,POI,33.624679,-111.893377,"15090 North Northsight Boulevard, Scottsdale"
Peter Piper Pizza,POI,33.624679,-111.893377,"15745 North Hayden Road, Scottsdale"
Chick-fil-A,POI,33.624679,-111.893377,"14995 North 87th Street, Scottsdale"
Dunkin' Donuts,POI,33.624679,-111.893377,"15223 North 87th Street Suite 125, Scottsdale"
Capriotti's Sandwich Shop,POI,33.624679,-111.893377,"15227 North 87th Street #107, Scottsdale"
Grabbagreen FLW,POI,33.624679,-111.893377,"15689 North Pima Road, Scottsdale"
Rubio's,POI,33.624679,-111.893377,"15705 North Hayden Road, Suite C8-9, Scottsdale"
Wendy's,POI,33.624679,-111.893377,"15416 North Pima Road, Scottsdale"
Carl's Jr.,POI,33.624679,-111.893377,"15144 North Northsight Boulevard, Scottsdale"
Twisted Rose Winery and Eatery,POI,33.624679,-111.893377,"15040 North Northsight Boulevard, Scottsdale"
Potbelly Sandwich Shop,POI,33.624679,-111.893377,"Suite B1/B2, 15641 North Hayden Road, Scottsdale"
Jimmy John's,POI,33.624679,-111.893377,"14900 North Pima Road, Scottsdale"
Burger King,POI,33.624679,-111.893377,"15501 North Hayden Road, Scottsdale"
Dunkin' Donuts,POI,33.624679,-111.893377,"15223 North 87th Street Suite 125, Scottsdale"
Starbucks,POI,33.624679,-111.893377,"15227 North 87th Street #100, Scottsdale"
Capriotti's Sandwich Shop,POI,33.624679,-111.893377,"15227 North 87th Street #107, Scottsdale"
Big City Bagels & Deli,POI,33.624679,-111.893377,"15681 North Hayden Road E-1, Scottsdale"
Starbucks,POI,33.624679,-111.893377,"15444 North Frank Lloyd Wright Boulevard, Scottsdale"
Kneaders Bakery & Cafe,POI,33.624679,-111.893377,"15505 North Hayden Road, Scottsdale"
Wildflower Bread Company,POI,33.624679,-111.893377,"15640 North Hayden Road, Scottsdale"
Walmart Bakery,POI,33.624679,-111.893377,"15355 North Northsight Boulevard, Scottsdale"
Sweets Unlimited,POI,33.624679,-111.893377,"15090 North Northsight Boulevard #114, Scottsdale"
Dunkin' Donuts,POI,33.624679,-111.893377,"15223 North 87th Street Suite 125, Scottsdale"
Sweets Unlimited,POI,33.624679,-111.893377,"15090 North Northsight Boulevard #114, Scottsdale"
Big City Bagels & Deli,POI,33.624679,-111.893377,"15681 North Hayden Road E-1, Scottsdale"
Kneaders Bakery & Cafe,POI,33.624679,-111.893377,"15505 North Hayden Road, Scottsdale"
Pastries N Chaat,POI,33.624679,-111.893377,"15050 North Northsight Boulevard #101, Scottsdale"
STATClinix: Urgent Care,POI,33.624679,-111.893377,"15223 North 87th Street #110, Scottsdale"
Walmart Pharmacy,POI,33.624679,-111.893377,"15355 North Northsight Boulevard, Scottsdale"
Sam's Club Pharmacy,POI,33.624679,-111.893377,"15255 North Northsight Boulevard, Scottsdale"
CVS Pharmacy,POI,33.624679,-111.893377,"15444 North Frank Lloyd Wright Boulevard, Scottsdale"
"Todd D. Ahlers, PharmD",POI,33.624679,-111.893377,"15444 North Frank Lloyd Wright Boulevard, Scottsdale"
First Convenience Bank,POI,33.624679,-111.893377,"15355 North Northsight Boulevard, Scottsdale"
"Movement Mortgage, LLC - Ryan Cramer NMLS#206594",POI,33.624679,-111.893377,"15333 North Pima Road #130, Scottsdale"
Vanguard,POI,33.624679,-111.893377,"15111 North Pima Road, Scottsdale"
Bryan Nuorala - Academy Mortgage Corporation,POI,33.624679,-111.893377,"15333 North Pima Road #205, Scottsdale"
Chase Bank,POI,33.624679,-111.893377,"15577 North Hayden Road #7, Scottsdale"
Enterprise Bank,POI,33.624679,-111.893377,"8698 East Raintree Drive, Scottsdale"
First Convenience Bank,POI,33.624679,-111.893377,"15355 North Northsight Boulevard, Scottsdale"
Cardtronics ATM,POI,33.624679,-111.893377,"15512 North Pima Road, Scottsdale"
Vanguard,POI,33.624679,-111.893377,"15111 North Pima Road, Scottsdale"
Bryan Nuorala - Academy Mortgage Corporation,POI,33.624679,-111.893377,"15333 North Pima Road #205, Scottsdale"
Chase Bank,POI,33.624679,-111.893377,"15577 North Hayden Road #7, Scottsdale"
Sam's Club Fuel Center,POI,33.624679,-111.893377,"15231 North 87th Street, Scottsdale"
Pro Source Vapes,POI,33.624679,-111.893377,"15223 North 87th Street #115, Scottsdale"
Studio Movie Grill,POI,33.624679,-111.893377,"15515 North Hayden Road, Scottsdale"
Four Peaks Grill & Tap,POI,33.624679,-111.893377,"15745 North Hayden Road, Scottsdale"
Skeptical Chymist,POI,33.624679,-111.893377,"15688 North Pima Road, Scottsdale"
Twisted Rose Winery and Eatery,POI,33.624679,-111.893377,"15040 North Northsight Boulevard, Scottsdale"
O.H.S.O. Distillery,POI,33.624679,-111.893377,"15681 North Hayden Road #112, Scottsdale"
Pro Source Vapes,POI,33.624679,-111.893377,"15223 North 87th Street #115, Scottsdale"
Gordon Biersch,POI,33.304999,-111.741012,"2218 East Williams Field Road #101, Gilbert"
Kona Grill - Gilbert,POI,33.304999,-111.741012,"2224 East Williams Field Road, Gilbert"
Carrabba's Italian Grill,POI,33.304999,-111.741012,"2709 South Market Street, Gilbert"
In-N-Out Burger,POI,33.304999,-111.741012,"2449 South Market Street, Gilbert"
Subway,POI,33.304999,-111.741012,"2501 South Market Street, Gilbert"
Outback Steakhouse,POI,33.304999,-111.741012,"2687 South Market Street, Gilbert"
The Keg Steakhouse + Bar - Gilbert,POI,33.304999,-111.741012,"2240 East Williams Field Road, Gilbert"
Ruby Tuesday,POI,33.304999,-111.741012,"2571 South Market Street, Gilbert"
Someburros,POI,33.304999,-111.741012,"2597 South Market Street, Gilbert"
Chipotle Mexican Grill,POI,33.304999,-111.741012,"2224 East Williams Field Road, Gilbert"
BRIO Tuscan Grille,POI,33.304999,-111.741012,"2150 East Williams Field Road, Gilbert"
Chick-fil-A,POI,33.304999,-111.741012,"2533 South Market Street, Gilbert"
Panda Express,POI,33.304999,-111.741012,"2491 South Market Street, Gilbert"
Cantina Laredo,POI,33.304999,-111.741012,"2150 East Williams Field Road #123, Gilbert"
Panera Bread,POI,33.304999,-111.741012,"2156 East Williams Field Road, Gilbert"
Tropical Smoothie Cafe,POI,33.304999,-111.741012,"2080 East Williams Field Road, Gilbert"
Wok Box,POI,33.304999,-111.741012,"2224 East Williams Field Road #108, Gilbert"
FROST a Gelato Shoppe Gilbert,POI,33.304999,-111.741012,"2150 East Williams Field Road #120, Gilbert"
Tropical Smoothie Cafe,POI,33.304999,-111.741012,"2080 East Williams Field Road, Gilbert"
Walmart Bakery,POI,33.304999,-111.741012,"2501 South Market Street, Gilbert"
Panera Bread,POI,33.304999,-111.741012,"2156 East Williams Field Road, Gilbert"
Walmart Pharmacy,POI,33.304999,-111.741012,"2501 S Market St, Gilbert"
Sam's Club Pharmacy,POI,33.304999,-111.741012,"2621 South Market Street, Gilbert"
"Matthew S. Potter, Pharm",POI,33.304999,-111.741012,"East Williams Field Road, Gilbert"
Bank of America Financial Center,POI,33.304999,-111.741012,"2189 East Williams Field Road, Gilbert"
Bank of America ATM,POI,33.304999,-111.741012,"2189 East Williams Field Road, Gilbert"
Gordon Biersch,POI,33.304999,-111.741012,"2218 East Williams Field Road #101, Gilbert"
Outback Steakhouse,POI,33.304999,-111.741012,"2687 South Market Street, Gilbert"
The Keg Steakhouse + Bar - Gilbert,POI,33.304999,-111.741012,"2240 East Williams Field Road, Gilbert"
Ruby Tuesday,POI,33.304999,-111.741012,"2571 South Market Street, Gilbert"
BRIO Tuscan Grille,POI,33.304999,-111.741012,"2150 East Williams Field Road, Gilbert"
Blue Wasabi,POI,33.304999,-111.741012,"2080 East Williams Field Road, Gilbert"
HopWerks,POI,33.304999,-111.741012,"2224 East Williams Field Road #107, Gilbert"
Subway,POI,33.49645996,-112.1726456,"5250 West Indian School Road, Phoenix"
Wendy's,POI,33.49645996,-112.1726456,"5225 West Indian School Road, Phoenix"
Subway,POI,33.49645996,-112.1726456,"5127 West Indian School Road #115b, Phoenix"
Presto Pizza & Wings,POI,33.49645996,-112.1726456,"5127 West Indian School Road #167a, Phoenix"
Panda Express,POI,33.49645996,-112.1726456,"5229 W. Indian School Road, Phoenix"
Denny's,POI,33.49645996,-112.1726456,"4120 North 51st Avenue, Phoenix"
Sizzler,POI,33.49645996,-112.1726456,"5060 W Indian School Rd, Phoenix"
Peter Piper Pizza,POI,33.49645996,-112.1726456,"4105 North 51st Avenue, 111, Phoenix"
DQ / Orange Julius,POI,33.49645996,-112.1726456,"5250 West Indian School Road, Phoenix"
Wingstop,POI,33.49645996,-112.1726456,"5215 W Indian School Rd, Ste 103 & 104, Phoenix"
Sushi Loco,POI,33.49645996,-112.1726456,"5301 West Indian School Road, Phoenix"
New China Buffet,POI,33.49645996,-112.1726456,"4105 North 51st Avenue #145, Phoenix"
El Super,POI,33.49645996,-112.1726456,"5127 West Indian School Road, Phoenix"
FastMed Urgent Care,POI,33.49645996,-112.1726456,"5259 West Indian School Road #100, Phoenix"
Walmart Pharmacy,POI,33.49645996,-112.1726456,"5250 West Indian School Road, Phoenix"
Walgreens Pharmacy,POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix"
Walgreens Pharmacy,POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix"
"Matthew A. Figures, PharmD",POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix"
"Matthew A. Traylor, Pharm",POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix, AZ 85031"
"Chirag Patel, RPH",POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix, AZ 85031"
Bank of America Financial Center,POI,33.49645996,-112.1726456,"5401 West Indian School Road, Phoenix"
Wells Fargo Bank,POI,33.49645996,-112.1726456,"5102 W Indian School RD, Phoenix"
Desert Schools - Branch,POI,33.49645996,-112.1726456,"5250 West Indian School Road, Phoenix"
Wells Fargo Bank,POI,33.49645996,-112.1726456,"5102 W Indian School RD, Phoenix"
Chase ATM,POI,33.49645996,-112.1726456,"5101 West Indian School Road, Phoenix"
ATM (Wells Fargo Bank),POI,33.49645996,-112.1726456,"5102 West Indian School Road, Phoenix"
Desert Schools - Branch,POI,33.49645996,-112.1726456,"5250 West Indian School Road, Phoenix"
ATM (Shell),POI,33.49645996,-112.1726456,"5402 West Indian School Road, Phoenix"
Mobil,POI,33.49645996,-112.1726456,"5402 West Indian School Road, Phoenix"
Subway,POI,33.63843,-111.981841,"4617 East Bell Road, Phoenix"
Johnny's Pizza & Pasta,POI,33.63843,-111.981841,"4727 East Bell Road, Phoenix"
Subway,POI,33.63843,-111.981841,"4727 East Bell Road #69, Phoenix"
Subway,POI,33.63843,-111.981841,"4727 East Bell Road #69, Phoenix"
Rubio's,POI,33.63843,-111.981841,"4747 East Bell Road #17, Phoenix"
Little Caesars Pizza,POI,33.63843,-111.981841,"4550 East Bell Road, Phoenix"
Jersey Mike's Subs,POI,33.63843,-111.981841,"4550 East Bell Road Suite 194, Phoenix"
Crust North Phoenix,POI,33.63843,-111.981841,"4727 East Bell Road #59, Phoenix"
Wendy's,POI,33.63843,-111.981841,"4701 East Bell Road, Phoenix"
Saba's Mediterranean Kitchen,POI,33.63843,-111.981841,"North, 4747 East Bell Road, Phoenix"
Del Taco,POI,33.63843,-111.981841,"16649 North Tatum Boulevard, Phoenix"
Danky's BAR-B-Q,POI,33.63843,-111.981841,"4727 East Bell Road #31, Phoenix"
Five Guys,POI,33.63843,-111.981841,"16900 North Tatum Boulevard, Phoenix"
Chipotle Mexican Grill,POI,33.63843,-111.981841,"16635 North Tatum Boulevard, Phoenix"
WaBa Grill,POI,33.63843,-111.981841,"16635 North Tatum Boulevard, Phoenix"
Wang's Express,POI,33.63843,-111.981841,"4747 East Bell Road #19, Phoenix"
Kimmyz Tatum Point,POI,33.63843,-111.981841,"4601 East Bell Road, Phoenix"
The Haymaker N. Phoenix,POI,33.63843,-111.981841,"4717 East Bell Road, Phoenix"
Grabbagreen North Phoenix,POI,33.63843,-111.981841,"4727 East Bell Road, Phoenix"
Starbucks,POI,33.63843,-111.981841,"16900 North Tatum Boulevard #110, Phoenix"
Az Center For Chronic Disease,POI,33.63843,-111.981841,"16421 North Tatum Boulevard # 103, Phoenix"
Walmart Pharmacy,POI,33.63843,-111.981841,"4617 East Bell Road, Phoenix"
First Convenience Bank,POI,33.63843,-111.981841,"4617 East Bell Road, Phoenix"
Bank of America Financial Center,POI,33.63843,-111.981841,"16851 North Tatum Boulevard, Phoenix"
Wells Fargo Bank,POI,33.63843,-111.981841,"4750 East Bell Road, Phoenix"
ATM (Wells Fargo Bank),POI,33.63843,-111.981841,"4750 East Bell Road, Phoenix"
Wells Fargo Atm,POI,33.63843,-111.981841,"4750 East Bell Road, Phoenix"
Wells Fargo Bank,POI,33.63843,-111.981841,"4750 East Bell Road, Phoenix"
Crust North Phoenix,POI,33.63843,-111.981841,"4727 East Bell Road #59, Phoenix"
Kimmyz Tatum Point,POI,33.63843,-111.981841,"4601 East Bell Road, Phoenix"
The Haymaker N. Phoenix,POI,33.63843,-111.981841,"4717 East Bell Road, Phoenix"
Subway,POI,33.319619,-111.689643,"5290 South Power Road, Gilbert"
Jack in the Box,POI,33.319619,-111.689643,"5207 South Power Road, Mesa"
Applebee's,POI,33.319619,-111.689643,"4712 East Ray Road, Higley Pointe"
Rubio's,POI,33.319619,-111.689643,"4770 East Ray Road, Gilbert"
Jimmy John's,POI,33.319619,-111.689643,"5229 South Power Road, Gilbert"
YC's Mongolian Grill,POI,33.319619,-111.689643,"4770 East Ray Road, Gilbert"
Wendy's,POI,33.319619,-111.689643,"4684 East Ray Road, Gilbert"
Carl's Jr.,POI,33.319619,-111.689643,"5378 South Power Road, Gilbert"
McDonald's,POI,33.319619,-111.689643,"5255 South Power Road, Mesa"
Red Viet Cuisine- Sushi,POI,33.319619,-111.689643,"5221 South Power Road, Mesa"
Red Koi Japanese Restaurant,POI,33.319619,-111.689643,"5221 South Power Road, Mesa"
Cogburn's,POI,33.319619,-111.689643,"5221 South Power Road, Mesa"
Walmart Bakery,POI,33.319619,-111.689643,"5290 South Power Road, Gilbert"
CVS Pharmacy,POI,33.319619,-111.689643,"5110 South Power Road, Mesa"
Walmart Pharmacy,POI,33.319619,-111.689643,"5290 South Power Road, Gilbert"
"Jeanna Wong, PharmD",POI,33.319619,-111.689643,"5110 South Power Road, Mesa"
Comerica Bank,POI,33.319619,-111.689643,"5225 South Power Road, Mesa"
Chase Bank,POI,33.319619,-111.689643,"5238 South Power Road, Gilbert"
Desert Schools - Branch,POI,33.319619,-111.689643,"5290 South Power Road, Gilbert"
Bank of America Financial Center,POI,33.319619,-111.689643,"5114 South Power Road, Mesa"
Comerica Bank,POI,33.319619,-111.689643,"5225 South Power Road, Mesa"
Chase Bank,POI,33.319619,-111.689643,"5238 South Power Road, Gilbert"
Desert Schools - Branch,POI,33.319619,-111.689643,"5290 South Power Road, Gilbert"
Chase Bank ATM,POI,33.319619,-111.689643,"5110 South Power Road, Mesa"
ATM (Bank of America),POI,33.319619,-111.689643,"5114 South Power Road, Mesa"
Shell,POI,33.319619,-111.689643,"5230 South Power Road, Gilbert"
Applebee's,POI,33.319619,-111.689643,"4712 East Ray Road, Higley Pointe"
Cogburn's,POI,33.319619,-111.689643,"5221 South Power Road, Mesa"
Golden Corral,POI,33.551186,-112.179904,"5679 West Northern Avenue, Glendale"
Subway,POI,33.551186,-112.179904,"5707 W Northern Ave Suite 103 Northern Crossing, Glendale"
Carl's Jr.,POI,33.551186,-112.179904,"5775 West Northern Avenue, Glendale"
McDonald's,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
Luna Pizza,POI,33.551186,-112.179904,"7800 North 55th Avenue, Glendale"
Asian Garden Express,POI,33.551186,-112.179904,"7800 North 55th Avenue #110, Glendale"
Walmart Bakery,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
Walmart Pharmacy,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
SunBank,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
Wells Fargo Bank,POI,33.551186,-112.179904,"5503 West Northern Avenue, Glendale"
Academy Bank,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
SunBank,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
Wells Fargo Bank,POI,33.551186,-112.179904,"5503 West Northern Avenue, Glendale"
ATM (Wells Fargo Bank),POI,33.551186,-112.179904,"5503 West Northern Avenue, Glendale"
ecoATM,POI,33.551186,-112.179904,"5605 West Northern Avenue, Glendale"
Arizona Federal Credit Union - Glendale,POI,33.551186,-112.179904,"5485 West Northern Avenue, Glendale"
Little Caesars Pizza,POI,33.4204018,-112.2231893,"7435 West Lower Buckeye Road #105, Phoenix"
McDonald's,POI,33.4204018,-112.2231893,"7575 West Lower Buckeye Road, Phoenix"
Subway,POI,33.4204018,-112.2231893,"7625 West Lower Buckeye Road, Phoenix"
Arby's,POI,33.4204018,-112.2231893,"7610 West Lower Buckeye Road, Phoenix"
Pizza Patron,POI,33.4204018,-112.2231893,"7625 West Lower Buckeye Road, Phoenix"
Burger King,POI,33.4204018,-112.2231893,"7545 West Lower Buckeye Road, Phoenix"
Del Taco,POI,33.4204018,-112.2231893,"7665 West Lower Buckeye Road, Phoenix"
Domino's Pizza,POI,33.4204018,-112.2231893,"7710 West Lower Buckeye Road Ste 110, Phoenix"
Panda Express,POI,33.4204018,-112.2231893,"7630 W. Lower Buckeye, Phoenix"
KFC,POI,33.4204018,-112.2231893,"2750 South 75th Avenue, Phoenix"
Las Tres Potrancas,POI,33.4204018,-112.2231893,"7710 West Lower Buckeye Road, Phoenix"
Sweet Cream Donuts,POI,33.4204018,-112.2231893,"Suite 112, 7435 West Lower Buckeye Road, Phoenix"
Family Doctors Office Walk-In Center,POI,33.4204018,-112.2231893,"7620 West Lower Buckeye Road #102, Phoenix"
Walmart Pharmacy,POI,33.4204018,-112.2231893,"7575 West Lower Buckeye Road, Phoenix"
BMO Harris Bank,POI,33.4204018,-112.2231893,"7510 West Lower Buckeye Road, Phoenix"
