POI_Name,Location_Type,Store_Lat,Store_Lng,Vicinity
BBVA Compass,POI,33.609159,-112.21834,"13950 North 75th Avenue, Peoria"
JPMorgan Chase,POI,33.609159,-112.21834,"7448 West Thunderbird Road, Peoria"
Comerica Bank,POI,33.609159,-112.21834,"7525 West Thunderbird Road, Peoria"
Parkway Bank & Trust,POI,33.609159,-112.21834,"7581 West Thunderbird Road, Peoria"
Meridian Bank,POI,33.609159,-112.21834,"7655 West Thunderbird Road, Peoria"
UMB Bank,POI,33.609159,-112.21834,"7655 West Thunderbird Road, Peoria"
FIS,POI,33.609159,-112.21834,"7581 West Thunderbird Road, Peoria"
Chase ATM,POI,33.609159,-112.21834,"7448 West Thunderbird Road, Peoria"
BBVA Compass,POI,33.609159,-112.21834,"13950 North 75th Avenue, Peoria"
JPMorgan Chase,POI,33.609159,-112.21834,"7448 West Thunderbird Road, Peoria"
Meridian Bank,POI,33.609159,-112.21834,"7655 West Thunderbird Road, Peoria"
UMB Bank,POI,33.609159,-112.21834,"7655 West Thunderbird Road, Peoria"
ATM,POI,33.609159,-112.21834,"7586 West Thunderbird Road, Peoria"
Valero,POI,33.609159,-112.21834,"7473 West Thunderbird Road, Peoria"
Valero,POI,33.609159,-112.21834,"7473 West Thunderbird Road, Peoria"
Subway,POI,33.413821,-111.5753437,"2555 Apache Trail, Apache Junction"
McDonald's,POI,33.413821,-111.5753437,"2383 Apache Trail, Apache Junction"
Jack in the Box,POI,33.413821,-111.5753437,"2600 Apache Trail, Apache Junction"
KFC,POI,33.413821,-111.5753437,"3051 Apache Trail, Apache Junction"
Fatman's Pizza & BBQ,POI,33.413821,-111.5753437,"2430 Apache Trail #2, Apache Junction"
Dairy Queen Brazier,POI,33.413821,-111.5753437,"2300 W Apache TRL, Apache Junction"
Arby's,POI,33.413821,-111.5753437,"2323 Apache Trail, Apache Junction"
Jimmy John's,POI,33.413821,-111.5753437,"2540 Apache Trail #101, Apache Junction"
Starbucks,POI,33.413821,-111.5753437,"2580 Apache Trail, Apache Junction"
Walmart Bakery,POI,33.413821,-111.5753437,"2555 Apache Trail, Apache Junction"
Safeway,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
Safeway,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
Safeway Pharmacy,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
Walmart Pharmacy,POI,33.413821,-111.5753437,"2555 Apache Trail, Apache Junction"
"Julie R. Kelty, Pharm",POI,33.413821,-111.5753437,"3185 West Apache Trail, Apache Junction, AZ 85120"
"W O. Rogers, RPh",POI,33.413821,-111.5753437,"3185 West Apache Trail, Apache Junction, AZ 85120"
Sunbank,POI,33.413821,-111.5753437,"2555 Apache Trail, Apache Junction"
Wells Fargo Bank,POI,33.413821,-111.5753437,"2891 Apache Trail, Apache Junction"
U.S. Bank Branch,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
U.S. Bank ATM - West Apache Trail - Safeway,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
Bank of America Financial Center,POI,33.413821,-111.5753437,"3160 Apache Trail, Apache Junction"
Sunbank,POI,33.413821,-111.5753437,"2555 Apache Trail, Apache Junction"
Wells Fargo Bank,POI,33.413821,-111.5753437,"2891 Apache Trail, Apache Junction"
ATM (Us Bank),POI,33.413821,-111.5753437,"3185 Apache Trail # B, Apache Junction"
ATM (Wells Fargo Bank),POI,33.413821,-111.5753437,"2891 Apache Trail, Apache Junction"
U.S. Bank ATM - West Apache Trail - Safeway,POI,33.413821,-111.5753437,"3185 Apache Trail, Apache Junction"
ATM (Bank of America),POI,33.413821,-111.5753437,"3160 Apache Trail, Apache Junction"
ATM,POI,33.413821,-111.5753437,"2551 Apache Trail, Apache Junction"
Subway,POI,33.251461,-111.629508,"21055 E. Rittenhouse Rd., Queen Creek"
Sushi Creek,POI,33.251461,-111.629508,"21805 South Ellsworth Road #103, Queen Creek"
Uncle Bear's Grill & Tap,POI,33.251461,-111.629508,"21151 South Rittenhouse Road, Queen Creek"
Little Caesars Pizza,POI,33.251461,-111.629508,"21152 South Rittenhouse Road #103, Queen Creek"
Domino's Pizza,POI,33.251461,-111.629508,"20928 E Heritage Loop Rd, Ste 103, Queen Creek"
Filiberto's Mexican Food,POI,33.251461,-111.629508,"Queen Creek Village Center, 21805 South Ellsworth Road #100, Queen Creek"
Papa John's Pizza,POI,33.251461,-111.629508,"21803 South Ellsworth Road, Queen Creek"
Panda Express,POI,33.251461,-111.629508,"21184 East Ocotillo Road, Queen Creek"
Golden Harvest,POI,33.251461,-111.629508,"21805 South Ellsworth Road # 112, Queen Creek"
Carl's Jr.,POI,33.251461,-111.629508,"21064 East Ocotillo Road, Queen Creek"
Dunkin' Donuts,POI,33.251461,-111.629508,"E., 21148 South Rittenhouse Road #101, Queen Creek"
Costa Vida Fresh Mexican Grill,POI,33.251461,-111.629508,"21152 South Rittenhouse Road #102, Queen Creek"
Denny's,POI,33.251461,-111.629508,"20995 South Rittenhouse Road, Queen Creek"
Kneaders Bakery & Cafe,POI,33.251461,-111.629508,"21157 South Rittenhouse Road, Queen Creek"
Kravingz,POI,33.251461,-111.629508,"21803 South Ellsworth Road, Queen Creek"
Jimmy John's,POI,33.251461,-111.629508,"20928 Heritage Loop Road, Queen Creek"
EggsTc,POI,33.251461,-111.629508,"20852 East Ocotillo Road, Queen Creek"
DQ / Orange Julius,POI,33.251461,-111.629508,"20911 South Rittenhouse Road #101, Queen Creek"
El Compa CHUY,POI,33.251461,-111.629508,"20905 East Ocotillo Road, Queen Creek"
Rhema Soul Cuisine,POI,33.251461,-111.629508,"21803 South Ellsworth Road #101, Queen Creek"
Dunkin' Donuts,POI,33.251461,-111.629508,"E., 21148 South Rittenhouse Road #101, Queen Creek"
Third Place Cup Coffeehouse,POI,33.251461,-111.629508,"21805 South Ellsworth Road #102, Queen Creek"
Kneaders Bakery & Cafe,POI,33.251461,-111.629508,"21157 South Rittenhouse Road, Queen Creek"
Dunkin' Donuts,POI,33.251461,-111.629508,"E., 21148 South Rittenhouse Road #101, Queen Creek"
Walmart Bakery,POI,33.251461,-111.629508,"21055 South Rittenhouse Road, Queen Creek"
Kneaders Bakery & Cafe,POI,33.251461,-111.629508,"21157 South Rittenhouse Road, Queen Creek"
Healing Hearts Pediatrics,POI,33.251461,-111.629508,"21805 South Ellsworth Road #111, Queen Creek"
Walmart Pharmacy,POI,33.251461,-111.629508,"21055 South Rittenhouse Road, Queen Creek"
"Kristi L. Pradelt, PharmD",POI,33.251461,-111.629508,"21212 East Ocotillo Road, Queen Creek"
"Laurie St Germain, PharmD",POI,33.251461,-111.629508,"21212 East Ocotillo Road, Queen Creek"
Walgreens Pharmacy,POI,33.251461,-111.629508,"21212 East Ocotillo Road, Queen Creek"
Sunbank,POI,33.251461,-111.629508,"21055 East Rittenhouse Road, Queen Creek"
Bank of America Financial Center,POI,33.251461,-111.629508,"21004 East Ocotillo Road, Queen Creek"
BMO Harris Bank,POI,33.251461,-111.629508,"21479 South Ellsworth Road, Queen Creek"
BMO Harris Bank,POI,33.251461,-111.629508,"21479 S. Ellsworth Rd., Queen Creek"
Sunbank,POI,33.251461,-111.629508,"21055 East Rittenhouse Road, Queen Creek"
ATM (Bank of America),POI,33.251461,-111.629508,"21004 East Ocotillo Road, Queen Creek"
BMO Harris Bank,POI,33.251461,-111.629508,"21479 South Ellsworth Road, Queen Creek"
BMO Harris Bank,POI,33.251461,-111.629508,"21479 S. Ellsworth Rd., Queen Creek"
ATM (BMO Harris Bank),POI,33.251461,-111.629508,"21479 South Ellsworth Road, Queen Creek"
Chase ATM,POI,33.251461,-111.629508,"21212 East Ocotillo Road, Queen Creek"
Ultron,POI,33.251461,-111.629508,"21895 South Ellsworth Road, Queen Creek"
ATM (Circle K),POI,33.251461,-111.629508,"21895 South Ellsworth Road, Queen Creek"
Circle K,POI,33.251461,-111.629508,"21895 South Ellsworth Road, Queen Creek"
VALERO,POI,33.251461,-111.629508,"21198 East Ocotillo Road, Queen Creek"
Corner Store,POI,33.251461,-111.629508,"21198 East Ocotillo Road, Queen Creek"
Uncle Bear's Grill & Tap,POI,33.251461,-111.629508,"21151 South Rittenhouse Road, Queen Creek"
Norton's Country Corner,POI,33.251461,-111.629508,"20835 East Ocotillo Road, Queen Creek"
Olive Garden,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Cold Stone Creamery,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #50, Phoenix"
Logan's Roadhouse,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
TGI Fridays,POI,33.7083498,-112.1129733,"2501 W Happy Valley Rd Bldg 14, Phoenix"
Panda Express,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Red Robin Gourmet Burgers,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Ray's Pizza,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
McDonald's,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
L&L,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Jersey Mike's Subs,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Suite H-108, Phoenix"
Shane's Rib Shack,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #1280, Phoenix"
Greek Pita,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Bento Box,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Applebee's,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #48, Phoenix"
Cafe Rio Mexican Grill,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
Starbucks,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #50, Phoenix"
Cold Stone Creamery,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #50, Phoenix"
MJ's Heavenly Creation's,POI,33.7083498,-112.1129733,"24250 North 23rd Avenue, Phoenix"
Walmart Pharmacy,POI,33.7083498,-112.1129733,"2501 W Happy Valley Rd #34, Phoenix"
Desert Schools - Branch,POI,33.7083498,-112.1129733,"2501 W. Happy Valley Rd. #34, Phoenix"
Bank of America Financial Center,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #46, Phoenix"
Desert Schools - Branch,POI,33.7083498,-112.1129733,"2501 W. Happy Valley Rd. #34, Phoenix"
ATM (Bank of America),POI,33.7083498,-112.1129733,"2501 West Happy Valley Road # 46, Phoenix"
Logan's Roadhouse,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road, Phoenix"
TGI Fridays,POI,33.7083498,-112.1129733,"2501 W Happy Valley Rd Bldg 14, Phoenix"
Applebee's,POI,33.7083498,-112.1129733,"2501 West Happy Valley Road #48, Phoenix"
Arrowhead Grill,POI,33.65067,-112.234138,"8280 West Union Hills Drive, Glendale"
McDonald's,POI,33.65067,-112.234138,"18551 North 83rd Avenue, Glendale"
Papa John's Pizza,POI,33.65067,-112.234138,"8251 West Union Hills Drive, Glendale"
First Watch - Union Hills,POI,33.65067,-112.234138,"18255 North 83rd Avenue #106, Glendale"
Wendy's,POI,33.65067,-112.234138,"8273 West Union Hills Drive, Glendale"
NYPD Pizza,POI,33.65067,-112.234138,"8280 West Union Hills Drive, Glendale"
Caramba Mexican Food,POI,33.65067,-112.234138,"8285 West Union Hills Drive, Glendale"
Arby's,POI,33.65067,-112.234138,"18735 North 83rd Avenue, Peoria"
KiKu Revolving Sushi,POI,33.65067,-112.234138,"8190 West Union Hills Drive #155, Glendale"
Sub Bro,POI,33.65067,-112.234138,"8110 West Union Hills Drive, Glendale"
Prime Time Sport's Bar and Grill,POI,33.65067,-112.234138,"8110 West Union Hills Drive #350, Glendale"
Starbucks,POI,33.65067,-112.234138,"Glendale Northwest, 8251 West Union Hills Drive #100, Glendale"
PlayGrounds Fun Zone & Cafe,POI,33.65067,-112.234138,"8190 West Union Hills Drive #110, Glendale"
Beyond Donuts And Cafe,POI,33.65067,-112.234138,"8110 West Union Hills Drive #208, Glendale"
Walmart Bakery,POI,33.65067,-112.234138,"18551 North 83rd Avenue, Glendale"
Nowcare,POI,33.65067,-112.234138,"8251 West Union Hills Drive #140, Glendale"
El Jefe CrossFit,POI,33.65067,-112.234138,"8110 West Union Hills Drive #250, Glendale"
Mountain View Surgery Center of Glendale,POI,33.65067,-112.234138,"18555 N. 79th Ave., Building C, Glendale"
Walmart Pharmacy,POI,33.65067,-112.234138,"18551 North 83rd Avenue, Glendale"
Sam's Club Pharmacy,POI,33.65067,-112.234138,"18501 North 83rd Avenue, Glendale"
OneAZ Credit Union,POI,33.65067,-112.234138,"8285 West Union Hills Drive # 106, Glendale"
OneAZ Credit Union,POI,33.65067,-112.234138,"8285 West Union Hills Drive # 106, Glendale"
ecoATM,POI,33.65067,-112.234138,"18551 North 83rd Avenue, Glendale"
ATM,POI,33.65067,-112.234138,"8285 West Union Hills Drive, Glendale"
Ultron,POI,33.65067,-112.234138,"8326 West Union Hills Drive, Peoria"
ATM,POI,33.65067,-112.234138,"8326 West Union Hills Drive, Peoria"
02 Lounge,POI,33.65067,-112.234138,"8110 West Union Hills Drive # 400, Glendale"
Subway,POI,33.459141,-112.3381,"13070 West Rancho Santa Fe Boulevard, Avondale"
McDonald's,POI,33.459141,-112.3381,"13055 West Rancho Santa Fe Boulevard, Avondale"
Jack in the Box,POI,33.459141,-112.3381,"13088 West Rancho Santa Fe Boulevard, Avondale"
Mimi's cafe,POI,33.459141,-112.3381,"1220 North Dysart Road, Goodyear"
In-N-Out Burger,POI,33.459141,-112.3381,"1525 North Dysart Road, Avondale"
Ono Hawaiian BBQ,POI,33.459141,-112.3381,"13070 West Rancho Santa Fe Boulevard C-7, Avondale"
Goodyear Black Bear Diner,POI,33.459141,-112.3381,"980 North Dysart Road, Goodyear"
IHOP,POI,33.459141,-112.3381,"1491 North Dysart Road, Avondale"
Flavors of Louisiana,POI,33.459141,-112.3381,"13025 West Rancho Santa Fe Boulevard, Avondale"
Taco Bell,POI,33.459141,-112.3381,"1529 North Dysart Road, Avondale"
AJK Chinese Cuisine,POI,33.459141,-112.3381,"1535 North Dysart Road, Avondale"
McDonald's,POI,33.459141,-112.3381,"870 North Dysart Road, Goodyear"
One Stop Nutrition,POI,33.459141,-112.3381,"13045 West Rancho Santa Fe Boulevard #105, Avondale"
Fired Pie,POI,33.459141,-112.3381,"13070 West Rancho Santa Fe Boulevard, Avondale"
Mimi's cafe,POI,33.459141,-112.3381,"1220 North Dysart Road, Goodyear"
Krispy Kreme Avondale,POI,33.459141,-112.3381,"1495 North Dysart Road, Avondale"
Muscle Club Cafe,POI,33.459141,-112.3381,"13035 West Rancho Santa Fe Boulevard, Avondale"
Fry's Food And Drug,POI,33.459141,-112.3381,"1575 North Dysart Road, Avondale"
Mimi's cafe,POI,33.459141,-112.3381,"1220 North Dysart Road, Goodyear"
Walmart Bakery,POI,33.459141,-112.3381,"13055 West Rancho Santa Fe Boulevard, Avondale"
Krispy Kreme Avondale,POI,33.459141,-112.3381,"1495 North Dysart Road, Avondale"
Cardiac Solutions,POI,33.459141,-112.3381,"13065 West McDowell Road, Avondale"
The Little Clinic,POI,33.459141,-112.3381,"1575 North Dysart Road, Avondale"
The Little Clinic,POI,33.459141,-112.3381,"1575 North Dysart Road, Avondale"
Walmart Pharmacy,POI,33.459141,-112.3381,"13055 West Rancho Santa Fe Boulevard, Avondale"
"Brian Phan, RPh",POI,33.459141,-112.3381,"13055 West Mcdowell Road Suite 103, Avondale, AZ 85392"
Fry's Pharmacy,POI,33.459141,-112.3381,"1575 North Dysart Road, Avondale"
Chase Bank,POI,33.459141,-112.3381,"1545 North Dysart Road, Avondale"
Chase Bank,POI,33.459141,-112.3381,"1545 North Dysart Road, Avondale"
Canyon State Credit Union,POI,33.459141,-112.3381,"1270 North Dysart Road, Goodyear"
ATM (Chase),POI,33.459141,-112.3381,"1545 North Dysart Road, Avondale"
ecoATM,POI,33.459141,-112.3381,"1575 North Dysart Road, Avondale"
"Automated Financial, LLC",POI,33.459141,-112.3381,"1525 North Dysart Road, Avondale"
Chevron,POI,33.459141,-112.3381,"13085 West Rancho Santa Fe Boulevard, Avondale"
NARGELAH LOUNGE,POI,33.459141,-112.3381,"13025 West Rancho Santa Fe Boulevard #107, Avondale"
Beverage Barbers,POI,33.459141,-112.3381,"13045 W. Rancho Santa Fe Blvd, #A104, Avondale"
NARGELAH LOUNGE,POI,33.459141,-112.3381,"13025 West Rancho Santa Fe Boulevard #107, Avondale"
Subway,POI,33.4871959,-112.3644107,"14175 West Indian School Road A02, Goodyear"
Bruno's Pizza,POI,33.4871959,-112.3644107,"14130 West Indian School Road, Goodyear"
Domino's Pizza,POI,33.4871959,-112.3644107,"14175 W Indian School Rd, Ste A3, Goodyear"
Bella Luna Ristorante,POI,33.4871959,-112.3644107,"14175 West Indian School Road A4, Goodyear"
Whataburger,POI,33.4871959,-112.3644107,"14251 West Indian School Road, Goodyear"
Cold Stone Creamery,POI,33.4871959,-112.3644107,"3301 North Litchfield Road #400, Goodyear"
Burger King,POI,33.4871959,-112.3644107,"3490 North Litchfield Road, Goodyear"
Clubhouse Grill,POI,33.4871959,-112.3644107,"14175 West Indian School Road C01, Goodyear"
Lucky Buddha,POI,33.4871959,-112.3644107,"14270 West Indian School Road C1, Goodyear"
Starbucks,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Ignite Yoga,POI,33.4871959,-112.3644107,"14130 West Indian School Road A-4, Goodyear"
Dutch Bros,POI,33.4871959,-112.3644107,"14160 West Indian School Road, Goodyear"
Safeway,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Cold Stone Creamery,POI,33.4871959,-112.3644107,"3301 North Litchfield Road #400, Goodyear"
Banner Urgent Care,POI,33.4871959,-112.3644107,"3328 North Litchfield Road, Goodyear"
Safeway,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Safeway Pharmacy,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
"Brittany Standerfer, PHARMD",POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear"
"Preston J. Fulton, PharmD",POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear, AZ 85395"
"Caralee Christianson, RPH",POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear"
"Michelle K. Storm, PharmD",POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear, AZ 85395"
"Kyle J. Patterson, PharmD",POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear, AZ 85395"
Walgreens,POI,33.4871959,-112.3644107,"West Indian School Road, Goodyear"
Walmart Pharmacy,POI,33.4871959,-112.3644107,"14200 West Indian School Road, Goodyear"
Walgreens,POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear"
"Josephine C. Ferretti, RPH",POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Walgreens Pharmacy,POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear"
Wells Fargo Bank,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Wells Fargo Bank,POI,33.4871959,-112.3644107,"14139 West Indian School Road, Goodyear"
MidFirst Bank,POI,33.4871959,-112.3644107,"14130 West Indian School Road, Goodyear"
Wells Fargo Bank,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Wells Fargo Bank,POI,33.4871959,-112.3644107,"14139 West Indian School Road, Goodyear"
ATM (Wells Fargo Bank),POI,33.4871959,-112.3644107,"14139 West Indian School Road, Goodyear"
MidFirst Bank,POI,33.4871959,-112.3644107,"14130 West Indian School Road, Goodyear"
Chase ATM,POI,33.4871959,-112.3644107,"3361 North Litchfield Road, Goodyear"
Chevron Litchfield Park,POI,33.4871959,-112.3644107,"14031 West Indian School Road, Litchfield Park"
Safeway Fuel Station,POI,33.4871959,-112.3644107,"14175 West Indian School Road, Goodyear"
Subway,POI,33.713791,-112.201314,"6635 West Happy Valley Road #102, Phoenix"
Brother's Pizza,POI,33.713791,-112.201314,"6635 West Happy Valley Road A107, Glendale"
Long John Silver's,POI,33.713791,-112.201314,"6645 West Happy Valley Road, Glendale"
Kawaii Sushi and Asian Cuisine,POI,33.713791,-112.201314,"6530 West Happy Valley Road #112, Glendale"
Ammos Mediterranean Grill,POI,33.713791,-112.201314,"6530 West Happy Valley Road #114, Glendale"
Taco Bell,POI,33.713791,-112.201314,"6645 West Happy Valley Road, Glendale"
Times 3 Sports Grille,POI,33.713791,-112.201314,"6525 West Happy Valley Road, Glendale"
McDonald's,POI,33.713791,-112.201314,"6535 West Happy Valley Road, Glendale"
Mi Familia Mexican Food,POI,33.713791,-112.201314,"25155 North 67th Avenue #138, Phoenix"
Bamboo Cafe,POI,33.713791,-112.201314,"6615 West Happy Valley Road, Glendale"
Cabin Coffee Cafe,POI,33.713791,-112.201314,"6525 West Happy Valley Road, Glendale"
Starbucks,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
Bamboo Cafe,POI,33.713791,-112.201314,"6615 West Happy Valley Road, Glendale"
Fry's Food And Drug,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
Hot Bagels & Deli,POI,33.713791,-112.201314,"6520 West Happy Valley Road, Glendale"
Walmart Pharmacy,POI,33.713791,-112.201314,"6550 West Happy Valley Road, Glendale"
"Ansuya Isleta, RPH",POI,33.713791,-112.201314,"6640 West Happy Valley Road, Glendale, AZ 85310"
"Roberta S. Ierley, PharmD",POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale, AZ 85310"
"Lisa M. Cannoe, RPh",POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
"Anand S. Bhakta, DC",POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
"Patrick Gerhardt, Pharm",POI,33.713791,-112.201314,"6640 West Happy Valley Road, Glendale, AZ 85310"
Walgreens Pharmacy,POI,33.713791,-112.201314,"6640 West Happy Valley Road, Glendale"
Fry's Pharmacy,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
Bank of America Financial Center,POI,33.713791,-112.201314,"6510 West Happy Valley Road, Glendale"
Wells Fargo Bank,POI,33.713791,-112.201314,"6525 West Happy Valley Road c105, Glendale"
JPMorgan Chase,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
Chase Bank,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
ATM (Chase Bank),POI,33.713791,-112.201314,"6625 West Happy Valley Road # 1, Glendale"
Chase ATM,POI,33.713791,-112.201314,"6640 West Happy Valley Road, Glendale"
ATM (Bank of America),POI,33.713791,-112.201314,"6510 West Happy Valley Road, Glendale"
Wells Fargo Bank,POI,33.713791,-112.201314,"6525 West Happy Valley Road c105, Glendale"
Chase Bank,POI,33.713791,-112.201314,"6625 West Happy Valley Road, Glendale"
Bank of America ATM,POI,33.713791,-112.201314,"6510 West Happy Valley Road, Glendale"
Ultron,POI,33.713791,-112.201314,"24831 North 67th Avenue, Glendale"
Circle K,POI,33.713791,-112.201314,"24831 North 67th Avenue, Glendale"
QuikTrip,POI,33.713791,-112.201314,"6739 West Happy Valley Road, Peoria"
Times 3 Sports Grille,POI,33.713791,-112.201314,"6525 West Happy Valley Road, Glendale"
Firehouse Subs,POI,33.796641,-111.962216,"34317 North Cave Creek Road #101, Cave Creek"
Burger King,POI,33.796641,-111.962216,"34055 North Cave Creek Road, Cave Creek"
Walmart Pharmacy,POI,33.796641,-111.962216,"34399 North Cave Creek Road, Cave Creek"
CVS Pharmacy,POI,33.796641,-111.962216,"5400 East Carefree Highway, Cave Creek"
Bank of America ATM,POI,33.796641,-111.962216,"34317 North Cave Creek Road, Cave Creek"
ATM,POI,33.796641,-111.962216,"5439 East Carefree Highway, Cave Creek"
Chevron,POI,33.796641,-111.962216,"5439 East Carefree Highway, Cave Creek"
Subway,POI,33.680298,-112.276167,"21655 North Lake Pleasant Parkway, Peoria"
Burger King,POI,33.680298,-112.276167,"21551 North Lake Pleasant Parkway, Peoria"
DQ / Orange Julius,POI,33.680298,-112.276167,"10100 West Lake Pleasant Parkway #1320, Peoria"
Tailgaters sports grill & il primo pizza & wings peoria,POI,33.680298,-112.276167,"10146 West Lake Pleasant Parkway, Peoria"
Pizza Hut,POI,33.680298,-112.276167,"21391 North Lake Pleasant Parkway, Peoria"
Peoria Artisan Brewery & Gastropub,POI,33.680298,-112.276167,"10144 North Lake Pleasant Parkway #1130, Peoria"
Walmart Bakery,POI,33.680298,-112.276167,"21655 North Lake Pleasant Parkway, Peoria"
"Lorie Brewster, MD",POI,33.680298,-112.276167,"21471 North Lake Pleasant Parkway #1710, Peoria"
MedPost Urgent Care,POI,33.680298,-112.276167,"21471 North Lake Pleasant Parkway #1710, Peoria"
Walmart Pharmacy,POI,33.680298,-112.276167,"21655 North Lake Pleasant Parkway, Peoria"
Desert Schools - Branch,POI,33.680298,-112.276167,"21655 North Lake Pleasant Parkway, Peoria"
Desert Schools - Branch,POI,33.680298,-112.276167,"21655 North Lake Pleasant Parkway, Peoria"
Super Star Car Wash Lake Pleasant Pkwy,POI,33.680298,-112.276167,"21695 North Lake Pleasant Parkway, Peoria"
Chevron,POI,33.680298,-112.276167,"21695 North Lake Pleasant Parkway, Peoria"
Tailgaters,POI,33.680298,-112.276167,"10146 West Lake Pleasant Parkway, Peoria"
Tailgaters sports grill & il primo pizza & wings peoria,POI,33.680298,-112.276167,"10146 West Lake Pleasant Parkway, Peoria"
Peoria Artisan Brewery & Gastropub,POI,33.680298,-112.276167,"10144 North Lake Pleasant Parkway #1130, Peoria"
North Peoria Brewery,POI,33.680298,-112.276167,"10144 West Lake Pleasant Parkway, Peoria"
Mario's Pizza,POI,33.610608,-112.33649,"13915 North Dysart Road, El Mirage"
McDonald's,POI,33.610608,-112.33649,"12900 West Thunderbird Road, El Mirage"
Lupita's Mexican Restaurant,POI,33.610608,-112.33649,"13915 North Dysart Road, El Mirage"
Walmart Bakery,POI,33.610608,-112.33649,"12900 West Thunderbird Road, El Mirage"
Walmart Pharmacy,POI,33.610608,-112.33649,"12900 West Thunderbird Road, El Mirage"
SunBank,POI,33.610608,-112.33649,"12900 West Thunderbird Road, El Mirage"
SunBank,POI,33.610608,-112.33649,"12900 West Thunderbird Road, El Mirage"
Corner Store,POI,33.610608,-112.33649,"13777 North Dysart Road, El Mirage"
Yan's Chinese Food,POI,33.459558,-112.395288,"15557 West Roosevelt Street #101, Goodyear"
Barro's Pizza,POI,33.459558,-112.395288,"15475 West McDowell Road, Goodyear"
Pizza Hut,POI,33.459558,-112.395288,"15557 West Roosevelt Street, Goodyear"
Augie's Sports Grill,POI,33.459558,-112.395288,"15605 West Roosevelt Street # 100, Goodyear"
AH-SO Sushi & Steak,POI,33.459558,-112.395288,"15475 West McDowell Road, Goodyear"
McDonald's,POI,33.459558,-112.395288,"1100 North Estrella Parkway, Goodyear"
Filiberto's Mexican Food,POI,33.459558,-112.395288,"15541 West Roosevelt Street, Goodyear"
Pita Palms,POI,33.459558,-112.395288,"15605 West Roosevelt Street #106, Goodyear"
ATL Wings Your Way,POI,33.459558,-112.395288,"15605 West Roosevelt Street, Goodyear"
Jimmy John's,POI,33.459558,-112.395288,"1120 North Estrella Parkway C104, Goodyear"
Wok Wei,POI,33.459558,-112.395288,"15560 West Roosevelt Street, Goodyear"
Firehouse Subs Parkway Village,POI,33.459558,-112.395288,"15525 West Roosevelt Street #110, Goodyear"
Enroute Coffee and Tea House,POI,33.459558,-112.395288,"15605 West Roosevelt Street #107, Goodyear"
Walmart Bakery,POI,33.459558,-112.395288,"1100 North Estrella Parkway, Goodyear"
